"","model-shift","table","test_cat","test_name","slope","p-val","slope-no-extreme","p-val-no-extreme"
"213","model 17 vs 7","adni","","EcogSPTotal.bl","-0.0105336552230513","0.00731211144696382","-0.00488321634463376","0.38346077623211"
"214","model 17 vs 7","adni","","ADAS13.bl","-0.0825771191717479","0.0405480795838491","0.0185972532468427","0.749903526843125"
"215","model 17 vs 7","adni","","MOCA.bl","0.0224695864829141","0.279637692474361","0.00574809237483463","0.848487369735228"
"216","model 17 vs 7","adni","","GDTOTAL.bl","0.0137456188844309","0.173479937048074","0.00304033598990663","0.835981245305007"
"217","model 17 vs 7","adni","","PTAU.bl","-0.218421453155142","0.0202768429154139","-0.13353809018701","0.344299605497942"
"218","model 17 vs 7","adni","","TAU.bl","-2.0515052146516","0.0169986637141751","-1.44240807861711","0.263585845210667"
"219","model 17 vs 7","adni","","ABETA.bl","2.88079457325183","0.393324129582286","-0.382876607278828","0.937801759656124"
"220","model 17 vs 7","adni","","COMBINED PVALUES","8","4.27813103286987e-06","8","0.611994312004156"
"221","model 17 vs 7","adni","_memory","EcogSPMem.bl","-0.0104560254764509","0.0482642893547283","-0.00619933169509304","0.421028985434304"
"222","model 17 vs 7","adni","_memory","MMSE_RECALL.bl","-0.0135889441026751","0.0158172707572885","-0.00853931460240623","0.286642063542218"
"223","model 17 vs 7","adni","_memory","ADAS_MEMORY.bl","-0.0748676373835836","0.0302817031852958","0.0135915879447321","0.784403308717956"
"224","model 17 vs 7","adni","_memory","MOCA_MEMORY.bl","0.0112103747883884","0.699453348952684","-0.0170831779595135","0.686677781306879"
"225","model 17 vs 7","adni","_memory","CDMEMORY.bl","-0.00304971999796923","0.112605266378909","-0.00320218652051165","0.249140452072328"
"226","model 17 vs 7","adni","_memory","COMBINED PVALUES","5","0.00217139029549944","5","0.470397572159387"
"227","model 17 vs 7","adni","_language","EcogSPLang.bl","-0.00995150622035595","0.0187389246390534","-0.00593606819357324","0.329742870237673"
"228","model 17 vs 7","adni","_language","MMSE_LANGUAGE.bl","-0.000544391315171376","0.887782231017394","-0.00176037366188199","0.74871638693166"
"229","model 17 vs 7","adni","_language","ADAS_LANGUAGE.bl","-0.00221179784271808","0.682580623447218","-0.0001321736961831","0.98684634284119"
"230","model 17 vs 7","adni","_language","MOCA_LANGUAGE.bl","0.0124099253447373","0.720294821026543","-0.0642086656911506","0.201714784480018"
"231","model 17 vs 7","adni","_language","COMBINED PVALUES","4","0.538426884545631","4","0.790449758291585"
"232","model 17 vs 7","adni","_orientation","MMSE_ORIENTATION.bl","-0.00399487983477389","0.413390165719847","-0.00335047745421071","0.639317629735728"
"233","model 17 vs 7","adni","_orientation","ADAS_ORIENTATION.bl","-0.00320099101161625","0.505550729913629","0.00461723909011881","0.51392223027907"
"234","model 17 vs 7","adni","_orientation","MOCA_ORIENTATION.bl","0.0016869575731154","0.639780654347829","-0.00245620418999524","0.644671133598357"
"235","model 17 vs 7","adni","_orientation","CDORIENT.bl","-0.00421751726435032","0.0165500550210443","-0.00331368332804475","0.183094291153153"
"236","model 17 vs 7","adni","_orientation","COMBINED PVALUES","4","0.161342209939166","4","0.471873479960411"
"237","model 17 vs 7","adni","_visuospatial","EcogSPVisspat.bl","-0.0111038555651382","0.00156236850155645","-0.00755913915456355","0.128414908854061"
"238","model 17 vs 7","adni","_visuospatial","ADAS_VISUOSPATIAL.bl","0.00214806133696392","0.580241516816957","0.00066910983214053","0.904402617585704"
"239","model 17 vs 7","adni","_visuospatial","MOCA_VISUOSPATIAL.bl","0.0107418008061117","0.112252496198115","0.00934673121715595","0.341618249905375"
"240","model 17 vs 7","adni","_visuospatial","COMBINED PVALUES","3","0.0109952557247807","3","0.446057883836413"
"241","model 17 vs 7","adni","_execfunc","EcogSPEF.bl","-0.0124841272703859","0.00213393977568966","-0.00437635371823718","0.449539833290179"
"242","model 17 vs 7","adni","_execfunc","MMSE_ATTCALC.bl","-0.00351225062941172","0.550969786202974","-0.0109359270246687","0.189094492101181"
"243","model 17 vs 7","adni","_execfunc","MOCA_EF.bl","0.0176049855496642","0.157321382160942","0.00956956373822163","0.591243732341863"
"244","model 17 vs 7","adni","_execfunc","CDJUDGE.bl","-0.00282524166617982","0.133855752051594","-0.00199175610255293","0.460119045335428"
"245","model 17 vs 7","adni","_execfunc","COMBINED PVALUES","4","0.00772387676319608","4","0.33043032722085"
"246","model 17 vs 8","adni","","MMSE.bl","0.029501379354014","0.00918703131725074","0.0231625224488553","0.13987574638239"
"247","model 17 vs 8","adni","","CDRSB.bl","-0.0102672448888999","0.13617979013956","-0.00595994275094881","0.524565566992696"
"248","model 17 vs 8","adni","","EcogSPTotal.bl","-0.0111037414115034","0.00695714122925109","-0.00834511027497016","0.143024805131934"
"249","model 17 vs 8","adni","","ADAS13.bl","-0.0596615840319614","0.159461972511122","-0.0659649842603937","0.255890145265473"
"250","model 17 vs 8","adni","","MOCA.bl","0.0170514720167138","0.433517834676388","0.0218975128700197","0.462028187387589"
"251","model 17 vs 8","adni","","GDTOTAL.bl","-0.00750372694975671","0.47873959484333","-0.0142180703631798","0.338074678314005"
"252","model 17 vs 8","adni","","PTAU.bl","-0.0807881825930837","0.409135883316956","-0.0955946647513605","0.485438663755325"
"253","model 17 vs 8","adni","","TAU.bl","-0.680992053797647","0.446309112763496","-0.918746240597671","0.462902267555234"
"254","model 17 vs 8","adni","","ABETA.bl","1.5943733931123","0.648778122525185","-1.22898638324865","0.803098495695732"
"255","model 17 vs 8","adni","","COMBINED PVALUES","8","0.0126723034795405","8","0.213085254937262"
"256","model 17 vs 8","adni","_memory","EcogSPMem.bl","-0.0120229716475462","0.0305387035055189","-0.00874686131862876","0.254821553841155"
"257","model 17 vs 8","adni","_memory","MMSE_RECALL.bl","-0.0118312774411216","0.044629134176432","-0.00740145922723092","0.349330854938294"
"258","model 17 vs 8","adni","_memory","ADAS_MEMORY.bl","-0.0579968346614085","0.108483580436668","-0.0526796757023203","0.290205209889837"
"259","model 17 vs 8","adni","_memory","MOCA_MEMORY.bl","-0.0128998708940289","0.671350605405155","0.00654540335399064","0.875536640852498"
"260","model 17 vs 8","adni","_memory","CDMEMORY.bl","-0.00213071971094996","0.288377599933842","-0.000932787754851153","0.733428813061694"
"261","model 17 vs 8","adni","_memory","COMBINED PVALUES","5","0.0138713320463157","5","0.531522937746898"
"262","model 17 vs 8","adni","_language","EcogSPLang.bl","-0.00885758895865823","0.0459233625006451","-0.00823786749564724","0.185829177565446"
"263","model 17 vs 8","adni","_language","MMSE_LANGUAGE.bl","-0.00527808954327118","0.190909672400484","-0.00174006780605686","0.754847439941858"
"264","model 17 vs 8","adni","_language","ADAS_LANGUAGE.bl","0.00188276211475211","0.739136982403489","-0.00193681975677031","0.802647064134743"
"265","model 17 vs 8","adni","_language","MOCA_LANGUAGE.bl","-0.0384687426998567","0.288218751350686","-0.0691573276276203","0.166586424361477"
"266","model 17 vs 8","adni","_language","COMBINED PVALUES","4","0.107654828036183","4","0.43640583629507"
"267","model 17 vs 8","adni","_orientation","MMSE_ORIENTATION.bl","-0.00193880816212371","0.704321938181068","-0.00272823090907446","0.701700866821619"
"268","model 17 vs 8","adni","_orientation","ADAS_ORIENTATION.bl","-0.00293031670319997","0.563181318785595","0.00287138721824787","0.684237209169576"
"269","model 17 vs 8","adni","_orientation","MOCA_ORIENTATION.bl","0.00206840440937524","0.583646429543624","-0.000687702379199984","0.897218875033675"
"270","model 17 vs 8","adni","_orientation","CDORIENT.bl","-0.00432899541258292","0.0188127645740429","-0.00350587183962516","0.156538346532923"
"271","model 17 vs 8","adni","_orientation","COMBINED PVALUES","4","0.278976682524551","4","0.736625805254141"
"272","model 17 vs 8","adni","_visuospatial","EcogSPVisspat.bl","-0.0110627106207519","0.0025609099557287","-0.00634826302656003","0.212369638688759"
"273","model 17 vs 8","adni","_visuospatial","ADAS_VISUOSPATIAL.bl","0.000337021421692123","0.933956281344386","-0.00444313536673705","0.429869585326736"
"274","model 17 vs 8","adni","_visuospatial","MOCA_VISUOSPATIAL.bl","0.0140965076748378","0.046215374256343","0.0198608393725127","0.0421124659320384"
"275","model 17 vs 8","adni","_visuospatial","COMBINED PVALUES","3","0.042877314171291","3","0.0594062582883213"
"276","model 17 vs 8","adni","_execfunc","EcogSPEF.bl","-0.0120445921809078","0.00492206375747662","-0.0085163209320645","0.150477259406683"
"277","model 17 vs 8","adni","_execfunc","MMSE_ATTCALC.bl","-0.00782323352374661","0.204204809620107","-0.0106879927834867","0.200689857771245"
"278","model 17 vs 8","adni","_execfunc","MOCA_EF.bl","0.0150075012683831","0.24862038509376","-0.000378494357804652","0.983021165033225"
"279","model 17 vs 8","adni","_execfunc","CDJUDGE.bl","-8.26892531363897e-05","0.966456526056112","-0.00161885851455638","0.548109276494303"
"280","model 17 vs 8","adni","_execfunc","COMBINED PVALUES","4","0.129691734796473","4","0.57297592228375"
"281","model 17 vs 9","adni","","MMSE.bl","0.0127937295553614","0.230962284159541","0.00892977926109221","0.571793965267308"
"282","model 17 vs 9","adni","","CDRSB.bl","-0.0135601792707641","0.0372331878417119","-0.0158364738152828","0.0968809962131984"
"283","model 17 vs 9","adni","","EcogSPTotal.bl","-0.00652043111162977","0.0929971540033366","-0.000910934036740884","0.87206647490381"
"284","model 17 vs 9","adni","","ADAS13.bl","-0.0976652947800138","0.014321939743989","-0.036877283102184","0.519883502801613"
"285","model 17 vs 9","adni","","MOCA.bl","0.0080327449031644","0.694666781180983","0.0138695301119679","0.63673434176962"
"286","model 17 vs 9","adni","","GDTOTAL.bl","0.0139139091367469","0.163170240428785","0.00866951149533578","0.554056905922929"
"287","model 17 vs 9","adni","","PTAU.bl","-0.173306865585194","0.0673988114202069","-0.202247710611239","0.151944436482767"
"288","model 17 vs 9","adni","","TAU.bl","-1.50343214167554","0.0824242308829994","-1.85125130230009","0.148905407330134"
"289","model 17 vs 9","adni","","ABETA.bl","3.98539408231797","0.242062287096179","1.15219830820431","0.81874060707558"
"290","model 17 vs 9","adni","","COMBINED PVALUES","8","0.000762289085425238","8","0.424535453990006"
"291","model 17 vs 9","adni","_memory","EcogSPMem.bl","-0.00644364541798619","0.217901049289187","-0.00192438765508906","0.801067499050635"
"292","model 17 vs 9","adni","_memory","MMSE_RECALL.bl","-0.00198104021287221","0.721395929127888","-0.00214528522748768","0.791325123687182"
"293","model 17 vs 9","adni","_memory","ADAS_MEMORY.bl","-0.0775056437368705","0.023291340857891","-0.037563265805175","0.445870409817587"
"294","model 17 vs 9","adni","_memory","MOCA_MEMORY.bl","-0.000486802088555571","0.986407555863823","0.000450850819196061","0.991347246939415"
"295","model 17 vs 9","adni","_memory","CDMEMORY.bl","-0.00249760583213413","0.187584462923523","-0.00306084626667621","0.271492909472514"
"296","model 17 vs 9","adni","_memory","COMBINED PVALUES","5","0.350205352242233","5","0.929533148423407"
"297","model 17 vs 9","adni","_language","EcogSPLang.bl","-0.00520196838223461","0.214547370657609","0.000659991661484425","0.913319669888812"
"298","model 17 vs 9","adni","_language","MMSE_LANGUAGE.bl","-0.00366521747134908","0.336011635821096","-0.000571487994808943","0.916510907253712"
"299","model 17 vs 9","adni","_language","ADAS_LANGUAGE.bl","-0.00789126693597682","0.139848852510431","0.00353437423299528","0.640692214105979"
"300","model 17 vs 9","adni","_language","MOCA_LANGUAGE.bl","-0.0489053467216375","0.152462100811751","-0.0113482736012852","0.821784617848834"
"301","model 17 vs 9","adni","_language","COMBINED PVALUES","4","0.0484047435527396","4","0.977941645947304"
"302","model 17 vs 9","adni","_orientation","MMSE_ORIENTATION.bl","0.00192132947917997","0.689479960774854","0.00288973908609404","0.685434327898055"
"303","model 17 vs 9","adni","_orientation","ADAS_ORIENTATION.bl","0.00154546719690574","0.744610377722354","0.00355240046810314","0.616837045201236"
"304","model 17 vs 9","adni","_orientation","MOCA_ORIENTATION.bl","4.56160973545319e-05","0.989755599235227","-0.00284089537155434","0.594919375982595"
"305","model 17 vs 9","adni","_orientation","CDORIENT.bl","-0.00311158122536223","0.073437889801433","-0.00400843399794871","0.115721341575655"
"306","model 17 vs 9","adni","_orientation","COMBINED PVALUES","4","0.843587029855159","4","0.464878969290842"
"307","model 17 vs 9","adni","_visuospatial","EcogSPVisspat.bl","-0.00529040011467591","0.126608126256374","0.00257299681149618","0.612451074874975"
"308","model 17 vs 9","adni","_visuospatial","ADAS_VISUOSPATIAL.bl","9.59778952299131e-05","0.980060828540954","-0.000445122114056899","0.936474740298385"
"309","model 17 vs 9","adni","_visuospatial","MOCA_VISUOSPATIAL.bl","0.0124537853407746","0.0624669915794029","0.0168973432185089","0.0856024581557784"
"310","model 17 vs 9","adni","_visuospatial","COMBINED PVALUES","3","0.359765560880379","3","0.600980550047654"
"311","model 17 vs 9","adni","_execfunc","EcogSPEF.bl","-0.0077788388565074","0.0505157904159249","-0.00174189112527504","0.770665412675469"
"312","model 17 vs 9","adni","_execfunc","MMSE_ATTCALC.bl","-0.00733785766144651","0.207162851368192","-0.00500644742036108","0.567655955726308"
"313","model 17 vs 9","adni","_execfunc","MOCA_EF.bl","0.00446110756022299","0.716331135842136","-0.00514510190972005","0.773470589464824"
"314","model 17 vs 9","adni","_execfunc","CDJUDGE.bl","-0.00266816002731455","0.151244615449481","-0.00255018513340944","0.345225889448251"
"315","model 17 vs 9","adni","_execfunc","COMBINED PVALUES","4","0.0724677432649304","4","0.736230229911608"
"316","model 17 vs 10","adni","","MMSE.bl","0.00847967120125056","0.437797748536363","0.0153001227245799","0.315703855588805"
"317","model 17 vs 10","adni","","CDRSB.bl","-0.00766195826703905","0.2492044075504","-0.0147731776336942","0.11290377342806"
"318","model 17 vs 10","adni","","EcogSPTotal.bl","-0.0075515986915349","0.0566680768790909","-0.0097146316615927","0.0798057514437678"
"319","model 17 vs 10","adni","","ADAS13.bl","-0.0968336838600465","0.0180666654370022","-0.133754987791922","0.0178286813013729"
"320","model 17 vs 10","adni","","MOCA.bl","0.00180607739685512","0.931042312892949","0.0368225210114355","0.20047325613127"
"321","model 17 vs 10","adni","","GDTOTAL.bl","0.0148974785505313","0.144407792135874","0.00588347326828919","0.678453386390401"
"322","model 17 vs 10","adni","","PTAU.bl","-0.121398725004455","0.206995612260037","-0.180783653550524","0.18823150191781"
"323","model 17 vs 10","adni","","TAU.bl","-1.00924024501847","0.250853637357321","-1.5348014307403","0.220622269525857"
"324","model 17 vs 10","adni","","ABETA.bl","8.13233209735275","0.0183890034578155","12.8238074007509","0.00832609632621594"
"325","model 17 vs 10","adni","","COMBINED PVALUES","8","0.00799127615475525","8","0.00124568064410222"
"326","model 17 vs 10","adni","_memory","EcogSPMem.bl","-0.00872156361411057","0.103002414344161","-0.015408117580242","0.0379640700258856"
"327","model 17 vs 10","adni","_memory","MMSE_RECALL.bl","-0.00139976511367617","0.805416990033278","-0.00688599958312896","0.373868743216935"
"328","model 17 vs 10","adni","_memory","ADAS_MEMORY.bl","-0.0788480162953146","0.0241515273199424","-0.119990397368607","0.0132430926863657"
"329","model 17 vs 10","adni","_memory","MOCA_MEMORY.bl","-0.00710283787208469","0.807471028729466","0.0453772818962987","0.259711272621957"
"330","model 17 vs 10","adni","_memory","CDMEMORY.bl","-0.00130196468698178","0.501602055519955","-0.00563194070728167","0.0376268763721538"
"331","model 17 vs 10","adni","_memory","COMBINED PVALUES","5","0.250376176442863","5","0.00129086856953022"
"332","model 17 vs 10","adni","_language","EcogSPLang.bl","-0.00755737108516865","0.0772461922763837","-0.00885510697762372","0.139114698947064"
"333","model 17 vs 10","adni","_language","MMSE_LANGUAGE.bl","0.000304868676647305","0.937612213817347","0.0026154068941975","0.623286877070057"
"334","model 17 vs 10","adni","_language","ADAS_LANGUAGE.bl","-0.00284527600947099","0.602707560985402","0.00204999983604323","0.789665318069228"
"335","model 17 vs 10","adni","_language","MOCA_LANGUAGE.bl","-0.0725569927975568","0.0377509591508852","-0.0634994225242785","0.193306686809263"
"336","model 17 vs 10","adni","_language","COMBINED PVALUES","4","0.241051328649126","4","0.33894368423126"
"337","model 17 vs 10","adni","_orientation","MMSE_ORIENTATION.bl","0.000943852006295569","0.848065579175858","-0.0043310239912711","0.534118741358752"
"338","model 17 vs 10","adni","_orientation","ADAS_ORIENTATION.bl","-0.0044516370520282","0.36218896224714","-0.00249742971192924","0.718896512421661"
"339","model 17 vs 10","adni","_orientation","MOCA_ORIENTATION.bl","0.00111214715822584","0.760127191928956","0.00203963100482294","0.688686711429265"
"340","model 17 vs 10","adni","_orientation","CDORIENT.bl","-0.0027640349416807","0.119940232120497","-0.00275169658359954","0.265244767422001"
"341","model 17 vs 10","adni","_orientation","COMBINED PVALUES","4","0.54121383728405","4","0.60450805056977"
"342","model 17 vs 10","adni","_visuospatial","EcogSPVisspat.bl","-0.00846781808782219","0.0167751990609016","-0.00857930580806572","0.0809967811515362"
"343","model 17 vs 10","adni","_visuospatial","ADAS_VISUOSPATIAL.bl","-5.13355793071415e-06","0.998957530669145","-0.00483558692972484","0.377982266091235"
"344","model 17 vs 10","adni","_visuospatial","MOCA_VISUOSPATIAL.bl","0.0144268413842036","0.0347592709385903","0.0108712354025506","0.256300712444467"
"345","model 17 vs 10","adni","_visuospatial","COMBINED PVALUES","3","0.309231988911967","3","0.0861514320369862"
"346","model 17 vs 10","adni","_execfunc","EcogSPEF.bl","-0.00720171659790506","0.0806156870554941","-0.0084083184868958","0.14968750428589"
"347","model 17 vs 10","adni","_execfunc","MMSE_ATTCALC.bl","-0.00903544944674209","0.128809119112485","-0.00774253058228773","0.356340249471494"
"348","model 17 vs 10","adni","_execfunc","MOCA_EF.bl","0.00364146958679619","0.771950684331932","0.01108223075141","0.529381950532501"
"349","model 17 vs 10","adni","_execfunc","CDJUDGE.bl","-0.00111182467250393","0.558467753872697","-0.00441080688062809","0.0928280284592748"
"350","model 17 vs 10","adni","_execfunc","COMBINED PVALUES","4","0.206021303958301","4","0.0921009332426204"
"351","model 17 vs 11","adni","","MMSE.bl","0.00727603260822583","0.538000903487299","0.0162690102202787","0.29660979322896"
"352","model 17 vs 11","adni","","CDRSB.bl","-0.00725163654758318","0.31291624098395","-0.00920546258729676","0.33098669929898"
"353","model 17 vs 11","adni","","EcogSPTotal.bl","-0.00423447752517124","0.323489648826213","-0.00087312448512101","0.877281353766576"
"354","model 17 vs 11","adni","","ADAS13.bl","-0.0595237915406029","0.179924175798061","-0.00798088244488563","0.888262497002438"
"355","model 17 vs 11","adni","","MOCA.bl","-0.0112813998218668","0.615065076946545","-0.0292556059243594","0.317605007226692"
"356","model 17 vs 11","adni","","GDTOTAL.bl","0.0143847023441041","0.192361996583295","0.0106688027979825","0.457698572222463"
"357","model 17 vs 11","adni","","PTAU.bl","-0.0274943905211629","0.790230152257407","0.0896128319650745","0.514487377659316"
"358","model 17 vs 11","adni","","TAU.bl","-0.114569162165852","0.903415295245697","1.11404429981767","0.374782365508224"
"359","model 17 vs 11","adni","","ABETA.bl","4.06498581325225","0.273048063338222","4.6205544045657","0.34626880680781"
"360","model 17 vs 11","adni","","COMBINED PVALUES","8","0.396181041315033","8","0.518615492261314"
"361","model 17 vs 11","adni","_memory","EcogSPMem.bl","-0.00489583867057432","0.396604247980641","-6.92469312467266e-05","0.992664005745145"
"362","model 17 vs 11","adni","_memory","MMSE_RECALL.bl","-0.0030240530715622","0.622885986934252","-0.00595291853109538","0.457391802209464"
"363","model 17 vs 11","adni","_memory","ADAS_MEMORY.bl","-0.0534294014560512","0.15643165248297","-0.00683069355332168","0.888250163796191"
"364","model 17 vs 11","adni","_memory","MOCA_MEMORY.bl","-0.0094634446766636","0.763141472364201","-0.0345920963688969","0.398969912671499"
"365","model 17 vs 11","adni","_memory","CDMEMORY.bl","-0.00124323412999251","0.552809924828264","-0.00165818693373418","0.545878785492802"
"366","model 17 vs 11","adni","_memory","COMBINED PVALUES","5","0.480542703085306","5","0.936363851953411"
"367","model 17 vs 11","adni","_language","EcogSPLang.bl","-0.00418927982659514","0.364951612206752","0.000842155939254375","0.890089397359299"
"368","model 17 vs 11","adni","_language","MMSE_LANGUAGE.bl","0.00412084788218249","0.327229895448944","0.000782521390386686","0.88722124606822"
"369","model 17 vs 11","adni","_language","ADAS_LANGUAGE.bl","-0.00397053388607527","0.501712140487029","-0.00262589964908233","0.736800243941494"
"370","model 17 vs 11","adni","_language","MOCA_LANGUAGE.bl","-0.0704165967069885","0.0624015927338913","-0.107295107642999","0.0317778390914258"
"371","model 17 vs 11","adni","_language","COMBINED PVALUES","4","0.122672682175674","4","0.72859086481657"
"372","model 17 vs 11","adni","_orientation","MMSE_ORIENTATION.bl","0.00198396930478745","0.709702173866372","-0.000446026847335028","0.949597865606724"
"373","model 17 vs 11","adni","_orientation","ADAS_ORIENTATION.bl","-0.00149616738562296","0.777701191027136","0.00244171651780176","0.726576854087943"
"374","model 17 vs 11","adni","_orientation","MOCA_ORIENTATION.bl","-0.00270571229072724","0.491230037527697","-0.00936631338172985","0.0635731365697167"
"375","model 17 vs 11","adni","_orientation","CDORIENT.bl","-0.00283503854970408","0.140176749458551","-0.00349584542871203","0.168450566568428"
"376","model 17 vs 11","adni","_orientation","COMBINED PVALUES","4","0.542894471045782","4","0.451786288588263"
"377","model 17 vs 11","adni","_visuospatial","EcogSPVisspat.bl","-0.00665278678400976","0.0820289657847111","-0.00641771211723269","0.206567542123857"
"378","model 17 vs 11","adni","_visuospatial","ADAS_VISUOSPATIAL.bl","0.000264599997264833","0.950310523290781","-0.00144106287412223","0.79614627884387"
"379","model 17 vs 11","adni","_visuospatial","MOCA_VISUOSPATIAL.bl","0.0122074843510494","0.0984698584511754","0.0103272169367795","0.288633375137613"
"380","model 17 vs 11","adni","_visuospatial","COMBINED PVALUES","3","0.275260264529771","3","0.375889998532282"
"381","model 17 vs 11","adni","_execfunc","EcogSPEF.bl","-0.00467268243110113","0.292807301231732","-0.00227301506999267","0.702278148525517"
"382","model 17 vs 11","adni","_execfunc","MMSE_ATTCALC.bl","-0.00770598535879881","0.230780329613714","-0.00602379201440502","0.481822723601293"
"383","model 17 vs 11","adni","_execfunc","MOCA_EF.bl","-0.00067627845209757","0.960276070265518","-0.00453221740990749","0.801607884840014"
"384","model 17 vs 11","adni","_execfunc","CDJUDGE.bl","-0.000537874010806455","0.793252558861292","-0.00168822355436415","0.529266996396471"
"385","model 17 vs 11","adni","_execfunc","COMBINED PVALUES","4","0.740564951659684","4","0.759001789647708"
"386","model 17 vs 12","adni","","MMSE.bl","0.0210744962178589","0.0581211935059903","0.0280917374945902","0.0706564048121175"
"387","model 17 vs 12","adni","","CDRSB.bl","-0.00829523755986261","0.219944858274985","-0.0141661010059145","0.133605539272697"
"388","model 17 vs 12","adni","","EcogSPTotal.bl","-0.00499546660739153","0.215663446136992","-0.00702262387105438","0.216057455022721"
"389","model 17 vs 12","adni","","ADAS13.bl","-0.0707284380810913","0.0884950801048021","-0.0316538869924506","0.573778019102983"
"390","model 17 vs 12","adni","","MOCA.bl","0.00773923862358302","0.719106231716846","0.00918650487089606","0.754074982015751"
"391","model 17 vs 12","adni","","GDTOTAL.bl","0.0180418932835412","0.0820286227230244","0.0137789598228296","0.34385580653581"
"392","model 17 vs 12","adni","","PTAU.bl","-0.0896636014271248","0.355181691014868","-0.0430134948698409","0.754248864365394"
"393","model 17 vs 12","adni","","TAU.bl","-0.78860735836905","0.373380650594081","-0.111166474858201","0.929307016866259"
"394","model 17 vs 12","adni","","ABETA.bl","3.07652950921187","0.376201528926853","6.26529358200635","0.196644699766812"
"395","model 17 vs 12","adni","","COMBINED PVALUES","8","0.023835452932981","8","0.308680952864772"
"396","model 17 vs 12","adni","_memory","EcogSPMem.bl","-0.00763463264313448","0.160817037398355","-0.0128306278094697","0.0956685061827305"
"397","model 17 vs 12","adni","_memory","MMSE_RECALL.bl","-0.0048695299765762","0.399643641141694","-0.00435176607345281","0.580109895795777"
"398","model 17 vs 12","adni","_memory","ADAS_MEMORY.bl","-0.0624680446364087","0.0776446583961481","-0.0341711989971127","0.477343660301196"
"399","model 17 vs 12","adni","_memory","MOCA_MEMORY.bl","-0.00282808564794505","0.924744640420205","0.0134797593879734","0.743475798297224"
"400","model 17 vs 12","adni","_memory","CDMEMORY.bl","-0.0027511335008228","0.163170415831697","-0.00619345735827844","0.0246569179164352"
"401","model 17 vs 12","adni","_memory","COMBINED PVALUES","5","0.161465147443466","5","0.134367163594679"
"402","model 17 vs 12","adni","_language","EcogSPLang.bl","-0.00432444365021318","0.320506615697711","-0.00634052956064427","0.298992880536714"
"403","model 17 vs 12","adni","_language","MMSE_LANGUAGE.bl","-0.000428601840728692","0.913885840165996","-0.00176879941255658","0.746506229518105"
"404","model 17 vs 12","adni","_language","ADAS_LANGUAGE.bl","-0.00353392982933895","0.525466268492047","0.00311140270909511","0.688547340321719"
"405","model 17 vs 12","adni","_language","MOCA_LANGUAGE.bl","-0.0243106215679982","0.495042943323245","-0.0565244128319624","0.246426905899419"
"406","model 17 vs 12","adni","_language","COMBINED PVALUES","4","0.682650730596872","4","0.488471460085812"
"407","model 17 vs 12","adni","_orientation","MMSE_ORIENTATION.bl","0.00152246730968945","0.761478580313727","-0.00439003519466099","0.535903725610322"
"408","model 17 vs 12","adni","_orientation","ADAS_ORIENTATION.bl","0.000201318497327637","0.967633554274285","0.00806402598296198","0.251818055450538"
"409","model 17 vs 12","adni","_orientation","MOCA_ORIENTATION.bl","-0.00192844667344538","0.602173663381444","-0.00542197212341389","0.298377871607576"
"410","model 17 vs 12","adni","_orientation","CDORIENT.bl","-0.00362902864539924","0.0449741915942622","-0.00397000134472683","0.109957612282557"
"411","model 17 vs 12","adni","_orientation","COMBINED PVALUES","4","0.712511321325764","4","0.121556159802894"
"412","model 17 vs 12","adni","_visuospatial","EcogSPVisspat.bl","-0.00636285284102264","0.0772562989177811","-0.00682440507614877","0.176602009824453"
"413","model 17 vs 12","adni","_visuospatial","ADAS_VISUOSPATIAL.bl","-0.000737969007730207","0.85354545303078","0.00352484565563754","0.527784763508351"
"414","model 17 vs 12","adni","_visuospatial","MOCA_VISUOSPATIAL.bl","0.0150284088643361","0.0313006923214379","0.00929808392420533","0.33686383246013"
"415","model 17 vs 12","adni","_visuospatial","COMBINED PVALUES","3","0.0985577173174289","3","0.229998725868143"
"416","model 17 vs 12","adni","_execfunc","EcogSPEF.bl","-0.00574843236947176","0.171018730359932","-0.00446767177615028","0.450887729608694"
"417","model 17 vs 12","adni","_execfunc","MMSE_ATTCALC.bl","-0.0148324382944054","0.0141016312618339","-0.0128022843611957","0.125655955649281"
"418","model 17 vs 12","adni","_execfunc","MOCA_EF.bl","0.0132452797266449","0.30075900502246","0.0130992051137758","0.456337104243505"
"419","model 17 vs 12","adni","_execfunc","CDJUDGE.bl","0.000176105609191981","0.927254778037037","0.000567026272163992","0.831761908505939"
"420","model 17 vs 12","adni","_execfunc","COMBINED PVALUES","4","0.134453400943213","4","0.417008977786028"
"421","model 17 vs 13","adni","","MMSE.bl","0.01702816588124","0.140592319743681","0.0202611312667462","0.196990729996496"
"422","model 17 vs 13","adni","","CDRSB.bl","-0.00578512766183726","0.410560703677053","-0.00604759976935828","0.529390220221837"
"423","model 17 vs 13","adni","","EcogSPTotal.bl","-0.00212898557678254","0.611713413814723","-0.00208903410556571","0.716022139361469"
"424","model 17 vs 13","adni","","ADAS13.bl","-0.0849051007511197","0.0515901092826548","-0.0855314589357853","0.138969264717559"
"425","model 17 vs 13","adni","","MOCA.bl","0.0211625910720247","0.34099532851017","0.031540493812047","0.290492211136895"
"426","model 17 vs 13","adni","","GDTOTAL.bl","0.0159065046046697","0.140726497546319","0.0252506835030512","0.0844136001801517"
"427","model 17 vs 13","adni","","PTAU.bl","-0.217134068168484","0.0301866786365968","-0.237672125592388","0.0860252797257495"
