"","run_ind","exp_ind","experiment","dataset","seed","RMSE","ASSOC","RMSE_t","ASSOC_t","RMSE_t2","ASSOC_t2","RMSE_ADNI","ASSOC_ADNI","RMSE_UCL","ASSOC_UCL","RMSE_EPAD","ASSOC_EPAD","RMSE_ADNI_CN","ASSOC_ADNI_CN","RMSE_ADNI_MCI","ASSOC_ADNI_MCI","RMSE_ADNI_AD","ASSOC_ADNI_AD","exp_grp"
"11",11,1,"gpr_age","ukbb",4570,302.576057901405,0.416147575446082,308.971374430939,0.388738356204915,333.139267104454,0.464506475853843,343.129522465775,0.454836052093663,313.571546459677,0.117668028017245,323.149011743132,0.474176899614024,354.01440316225,0.431418129121613,330.080020197476,0.502362397630982,364.132994292528,0.502239888150402,1
"12",12,1,"gpr_age","ukbb",4571,303.273951489582,0.422156413495624,308.135986453198,0.383879074785708,333.43409526306,0.464802001808646,342.91268828429,0.455341913498979,315.98437784362,0.054400595968435,323.95550224183,0.474262090118313,353.263625433992,0.437933297824914,330.166224110802,0.504742661573545,363.94724220829,0.521743221507622,1
"13",13,1,"gpr_age","ukbb",4572,303.818581408863,0.423001036253057,307.6874063427,0.382202378624458,332.040345571759,0.464568162122438,341.3846194646,0.458129814689681,311.647504480185,0.153635374595289,322.696071678917,0.471006509555194,350.603067455502,0.427425290854958,327.821180631034,0.510768512011077,366.704274795878,0.51207227378775,1
"14",14,1,"gpr_age","ukbb",4573,301.400241558031,0.418544005347361,309.50660555389,0.390644733663929,333.849335143636,0.464039972409457,345.123579036007,0.452319411308298,317.082604678416,0.0541516369903363,322.575091251266,0.475760533510616,359.170679842317,0.424958080075839,332.149035119327,0.498042913177512,360.419420321856,0.514016238575492,1
"15",15,1,"gpr_age","ukbb",4574,301.163084499181,0.424053776164087,310.459538519609,0.380436897522792,333.429994888426,0.463964568749988,344.368440941278,0.45079136174886,315.336505134764,0.092619737898637,322.491548835575,0.477137775751115,355.532761667487,0.431983736838008,331.744956281455,0.498116675568548,363.650500968854,0.513934414527427,1
"16",16,1,"gpr_age","ukbb",4575,302.439649960027,0.414261194528481,309.15481757348,0.390482975950108,332.290554562719,0.469084070021895,343.502500559553,0.453273810527626,318.266477671604,0.0352839791597901,321.078608565885,0.484894329516163,356.144023906515,0.418375080423234,329.344576501027,0.507218210207432,364.71080732577,0.512776127576561,1
"17",17,1,"gpr_age","ukbb",4576,300.401431746633,0.424509815625262,310.814639558029,0.382296037578804,333.455857882007,0.464195089192745,343.721493342691,0.454452447380629,315.794735074923,0.0872503944284174,323.190222421323,0.47393773100486,356.144230260367,0.424837158003739,330.808333751702,0.503356137165151,361.671270066713,0.521427623381881,1
"18",18,1,"gpr_age","ukbb",4577,301.193219249367,0.42036170386727,310.089598280597,0.386654943915675,333.911289789111,0.464098597213145,345.54769666101,0.452892292035342,318.389364463264,0.0300234603312067,322.274882917212,0.475304902390948,361.12418792329,0.420637571382954,332.73219730185,0.497429772209487,357.662730339435,0.524130072646216,1
"19",19,1,"gpr_age","ukbb",4578,300.881964967033,0.427583400608032,310.555607406607,0.378970166919043,334.343332205883,0.463588159051871,344.285807282278,0.454856247477961,319.125864910898,0.0492531455274875,324.400857129487,0.472320070625782,356.919306621201,0.439154278773567,331.472670725827,0.503608234801607,361.576594697226,0.518544417591932,1
"20",20,1,"gpr_age","ukbb",4579,302.817729585249,0.433341084016176,308.587208699367,0.374711279520223,335.985490869805,0.465943993884872,348.958989422952,0.453481896145112,319.983649453682,0.0319300965601635,323.011992316657,0.478406091624633,368.814743595727,0.431506302538626,336.083602141023,0.496619962547889,353.51530496652,0.513261711187151,1
"21",21,1,"gpr_age","ukbb",4580,302.285551459929,0.42273025165715,309.062127307077,0.38330031701606,333.221977952519,0.466457410287346,344.002436023965,0.456519123066768,319.081826868645,0.0214047718500131,322.441519881073,0.476395697507925,356.76320289604,0.43784759487862,330.736814318417,0.505968404104467,362.40152438317,0.505987274591189,1
"22",22,1,"gpr_age","ukbb",4581,301.942579114434,0.41729880875561,309.553238261435,0.387836872826349,332.348732355934,0.465932678626374,341.380526452051,0.458495629625935,312.585195751755,0.117461592576527,323.316938259817,0.473369727626812,348.842193997806,0.440103755602792,328.095797970554,0.511599819013248,368.85080727099,0.505007149316629,1
"23",23,1,"gpr_age","ukbb",4582,301.442730567856,0.423201409635018,310.324193085429,0.381174592727305,335.726332454172,0.462088353439939,348.486517123977,0.445707508586118,318.48595914612,0.0567102974781916,322.966147784367,0.47846919829376,364.197949101084,0.421731180111714,336.62216470958,0.48604813528645,357.508981816285,0.508634742707217,1
"24",24,1,"gpr_age","ukbb",4583,303.918390236262,0.421213453212389,307.192101013383,0.386686224586153,333.218975752981,0.462668192514369,342.295759804744,0.458576364170597,313.503001390512,0.0975595073822164,324.142191701218,0.46676002085814,352.535401182734,0.438640628228262,329.340531643728,0.507592056813822,364.126136200564,0.512404407061452,1
"25",25,1,"gpr_age","ukbb",4584,302.905284960828,0.419996286240425,308.29139992083,0.387397488132277,332.561736281976,0.468300340215322,344.08732141833,0.454637771025571,313.843432988221,0.10047166022355,321.036151145622,0.481962909405073,354.393142473391,0.440932163726668,331.96394195538,0.49897550048352,363.380153376167,0.501468432860181,1
"26",26,1,"gpr_age","ukbb",4585,303.183375867513,0.421363437293948,308.612294777016,0.382440053443659,333.130076605297,0.468634986295958,343.56613623476,0.459951871807635,315.067385151835,0.0593886229833045,322.694016975835,0.477318100784281,358.264957805693,0.427959989726498,330.091168984964,0.510276446407655,359.188435235979,0.520805858147819,1
