"","model-shift","table","test_cat","test_name","slope","p-val","slope-no-extreme","p-val-no-extreme"
"100","model 17 vs 2","adni","_visuospatial","COMBINED PVALUES","3","0.000604676212926368","3","0.416271465062626"
"101","model 17 vs 2","adni","_execfunc","EcogSPEF.bl","-0.00927438723331811","0.0162233269284089","-0.0055421122931369","0.372532109292446"
"102","model 17 vs 2","adni","_execfunc","MMSE_ATTCALC.bl","-0.00808752133442102","0.132319602500416","-0.00372733484302683","0.666205025769977"
"103","model 17 vs 2","adni","_execfunc","MOCA_EF.bl","0.0194525369515567","0.158254393765159","0.0336961551490862","0.133426089299911"
"104","model 17 vs 2","adni","_execfunc","CDJUDGE.bl","-0.00404462137819083","0.0260126798570599","-0.00561038365930069","0.0526759678606259"
"105","model 17 vs 2","adni","_execfunc","COMBINED PVALUES","4","0.000969337235054121","4","0.0946352490196513"
"106","model 17 vs 2","epad","","mmse_total.bl","0.0187115860835027","0.00324838338657972","0.0326369849301018","0.00172122882503147"
"107","model 17 vs 2","epad","","cdr_sum_of_box.bl","-0.00649744176214933","0.0114340827206358","-0.00980557566060524","0.0186790012502097"
"108","model 17 vs 2","epad","","rbans_total_scale.bl","0.0727028039490029","0.168758894761275","0.224672658365077","0.00891214766208397"
"109","model 17 vs 2","epad","","flanker_score.bl","0.00646603633664364","0.0750236232513314","0.011870324181132","0.0437854145124206"
"110","model 17 vs 2","epad","","dotcount_total.bl","0.0305993744492043","0.136402681590917","0.0107920541575812","0.749425346351451"
"111","model 17 vs 2","epad","","fav_delay_total_correct.bl","0.0244952528490791","0.396856443647014","0.0422182459283113","0.358812058333986"
"112","model 17 vs 2","epad","","fav_learn_r2_correct.bl","0.0085703795850481","0.430975502807919","0.0188853912594992","0.273957093353602"
"113","model 17 vs 2","epad","","fav_learn_r1_correct.bl","0.00584361305692455","0.519570926975413","0.00862625038678528","0.545314854980857"
"114","model 17 vs 2","epad","","fav_rec_total_correct.bl","0.012860905288941","0.0665087127044856","0.0250064445512422","0.0245596987827874"
"115","model 17 vs 2","epad","","gds_total.bl","-0.020832758902454","0.221936807093259","-0.000665945221128547","0.980810675521094"
"116","model 17 vs 2","epad","","ptau_result.bl","-0.0320606546246506","0.39004691830803","-0.0907425504310192","0.120102782388839"
"117","model 17 vs 2","epad","","ttau_result.bl","-0.403938044866052","0.244676999345325","-0.970202606598769","0.0767315020171944"
"118","model 17 vs 2","epad","","abeta_1_42_result.bl","1.38409553756225","0.399959630335605","2.07390929867732","0.436730051775442"
"119","model 17 vs 2","epad","","st_trial_total.bl","0.046839002485045","0.00287262049413666","0.0512603670102204","0.046662685138868"
"120","model 17 vs 2","epad","","fms_med_total.bl","0.00926332935117631","0.472914976724707","0.0245567143642259","0.246046282828191"
"121","model 17 vs 2","epad","","COMBINED PVALUES","13","0.000129222827104996","13","0.000298076246843977"
"122","model 17 vs 2","epad","_memory","rbans_delayed_memory_index.bl","0.0600477701398153","0.310029583971974","0.251529306735309","0.00931434368755796"
"123","model 17 vs 2","epad","_memory","rbans_immediate_memory_index.bl","0.0400376011642316","0.45858066231074","0.154760529389707","0.0807938928913899"
"124","model 17 vs 2","epad","_memory","mmse_recall_total.bl","0.00519352567005554","0.0569101329576527","0.00961047162765443","0.032359226583609"
"125","model 17 vs 2","epad","_memory","cdr_memory.bl","-0.00183136943003009","0.0447789932469716","-0.00308139822111484","0.0382651893011965"
"126","model 17 vs 2","epad","_memory","COMBINED PVALUES","4","0.0262274424087112","4","0.000114124606085403"
"127","model 17 vs 2","epad","_language","rbans_language_index.bl","0.0319823839811419","0.415835128029102","0.0820456289476055","0.197487522269701"
"128","model 17 vs 2","epad","_language","mmse_naming_total.bl","0.000148588655241982","0.578556093953189","0.0003692582377307","0.429118605951691"
"129","model 17 vs 2","epad","_language","COMBINED PVALUES","2","0.495949497718772","2","0.233371537533609"
"130","model 17 vs 2","epad","_orientation","mmse_orientation_total.bl","-0.00111499605743249","0.627320119667404","0.00236647389527154","0.532754201595604"
"131","model 17 vs 2","epad","_orientation","cdr_orientation.bl","-0.00159813900520544","0.00696840847011515","-0.00198842199490963","0.0363131306015326"
"132","model 17 vs 2","epad","_orientation","COMBINED PVALUES","2","0.065642559677675","2","0.112898312427468"
"133","model 17 vs 2","epad","_visuospatial","flanker_score.bl","0.00646603633664364","0.0750236232513314","0.011870324181132","0.0437854145124206"
"134","model 17 vs 2","epad","_visuospatial","fms_med_total.bl","0.00926332935117631","0.472914976724707","0.0245567143642259","0.246046282828191"
"135","model 17 vs 2","epad","_visuospatial","st_trial_total.bl","0.046839002485045","0.00287262049413666","0.0512603670102204","0.046662685138868"
"136","model 17 vs 2","epad","_visuospatial","rbans_visuo_constructional_index.bl","0.108187363198808","0.0689585527594358","0.23580135867373","0.0132150589487283"
"137","model 17 vs 2","epad","_visuospatial","COMBINED PVALUES","4","0.00201094668550862","4","0.000825788450995461"
"138","model 17 vs 2","epad","_execfunc","mmse_calc_total.bl","0.0123354993806533","0.000127789787260806","0.017432534224365","0.000969465813207495"
"139","model 17 vs 2","epad","_execfunc","cdr_judgement.bl","-0.00248677740298987","0.00145838772273773","-0.00389780285114693","0.00218838703598235"
"140","model 17 vs 2","epad","_execfunc","COMBINED PVALUES","2","1.36452958842607e-06","2","1.29601718163619e-05"
"141","model 17 vs 3","adni","","MMSE.bl","0.0410987496244312","0.004512300210027","0.0534343989161128","0.00603708786958454"
"142","model 17 vs 3","adni","","CDRSB.bl","-0.0302648593065317","0.00098953112733339","-0.0375763363257145","0.00284105195302342"
"143","model 17 vs 3","adni","","EcogSPTotal.bl","-0.0107301782995849","0.0096495360618956","-0.0108674589490242","0.0562058285222153"
"144","model 17 vs 3","adni","","ADAS13.bl","-0.178044074358793","0.000526805807556756","-0.197410383341119","0.00519654803993188"
"145","model 17 vs 3","adni","","MOCA.bl","0.0532293838124676","0.0292079160435014","0.0585248931496127","0.0765773708125708"
"146","model 17 vs 3","adni","","GDTOTAL.bl","0.0119581089656477","0.179052443708947","0.000259287286488701","0.982590490088174"
"147","model 17 vs 3","adni","","PTAU.bl","-0.149047367953338","0.0937897170801453","-0.137880617622766","0.270002198967997"
"148","model 17 vs 3","adni","","TAU.bl","-1.46016509015943","0.0748009672998767","-1.3744626943466","0.234183108165945"
"149","model 17 vs 3","adni","","ABETA.bl","2.04815672551661","0.487984829399861","1.09300714613608","0.789169968418712"
"150","model 17 vs 3","adni","","COMBINED PVALUES","8","5.25844845751633e-08","8","0.00177412171968908"
"151","model 17 vs 3","adni","_memory","EcogSPMem.bl","-0.00947763909069135","0.0624150330053363","-0.00933862124344396","0.178067084866041"
"152","model 17 vs 3","adni","_memory","MMSE_RECALL.bl","-0.0178784387297589","0.00283160173024448","-0.0198119988467858","0.0140570939445246"
"153","model 17 vs 3","adni","_memory","ADAS_MEMORY.bl","-0.119696874850604","0.000871718633325283","-0.120541780793279","0.0139013713700208"
"154","model 17 vs 3","adni","_memory","MOCA_MEMORY.bl","0.0423599533329879","0.115203761908199","0.0688493778400929","0.0561401842544135"
"155","model 17 vs 3","adni","_memory","CDMEMORY.bl","-0.00637410138432502","0.0030218986149189","-0.00841080833210814","0.00404640352190809"
"156","model 17 vs 3","adni","_memory","COMBINED PVALUES","5","1.80992925460095e-07","5","9.6433071953956e-06"
"157","model 17 vs 3","adni","_language","EcogSPLang.bl","-0.0100958295455936","0.0210024254110036","-0.0115463048880967","0.0552685517201361"
"158","model 17 vs 3","adni","_language","MMSE_LANGUAGE.bl","-0.0035374736037219","0.364653578560302","-0.0086738722495756","0.098694069418094"
"159","model 17 vs 3","adni","_language","ADAS_LANGUAGE.bl","-0.0201318674003479","0.00731846295783613","-0.0235045752043919","0.023650514029732"
"160","model 17 vs 3","adni","_language","MOCA_LANGUAGE.bl","0.0091292576467976","0.775936335101565","0.00560455544842045","0.898813208781464"
"161","model 17 vs 3","adni","_language","COMBINED PVALUES","4","0.0211219540600102","4","0.0361841312421499"
"162","model 17 vs 3","adni","_orientation","MMSE_ORIENTATION.bl","-0.0105882559226946","0.148566575406804","-0.0137741900290778","0.164981255162469"
"163","model 17 vs 3","adni","_orientation","ADAS_ORIENTATION.bl","-0.00903936917350426","0.190960128861059","-0.0135573568670536","0.156645032800387"
"164","model 17 vs 3","adni","_orientation","MOCA_ORIENTATION.bl","0.00261268916414072","0.637279755857226","0.00652137756173542","0.381586091534504"
"165","model 17 vs 3","adni","_orientation","CDORIENT.bl","-0.00669664798768799","0.0017258130323916","-0.00882146973683352","0.00226540529281729"
"166","model 17 vs 3","adni","_orientation","COMBINED PVALUES","4","0.0123819814486105","4","0.00521498988144109"
"167","model 17 vs 3","adni","_visuospatial","EcogSPVisspat.bl","-0.0134942073702295","0.000767394583115333","-0.0125102834898108","0.0238066927124504"
"168","model 17 vs 3","adni","_visuospatial","ADAS_VISUOSPATIAL.bl","-0.00162726974405692","0.675132852038349","-0.00484289475994873","0.362003049964086"
"169","model 17 vs 3","adni","_visuospatial","MOCA_VISUOSPATIAL.bl","0.0205205660659807","0.00290456036614513","0.0186605272071541","0.0486637876345129"
"170","model 17 vs 3","adni","_visuospatial","COMBINED PVALUES","3","0.000790445569092304","3","0.0105916075782376"
"171","model 17 vs 3","adni","_execfunc","EcogSPEF.bl","-0.0113221112265804","0.010683296846551","-0.0113083565216535","0.0662089048293276"
"172","model 17 vs 3","adni","_execfunc","MMSE_ATTCALC.bl","-0.00630845325598955","0.307413142256169","-0.00934296915274899","0.261039414942086"
"173","model 17 vs 3","adni","_execfunc","MOCA_EF.bl","0.034850039810288","0.0279214799292598","0.0390611340776095","0.0702030865712011"
"174","model 17 vs 3","adni","_execfunc","CDJUDGE.bl","-0.00593613311288629","0.00447447710056835","-0.0070944306809034","0.0129002073932816"
"175","model 17 vs 3","adni","_execfunc","COMBINED PVALUES","4","0.000123452822006536","4","0.00172709474096183"
"176","model 17 vs 3","epad","","mmse_total.bl","0.0242467175153958","0.000487015371132258","0.0375686118835128","0.000245854708144962"
"177","model 17 vs 3","epad","","cdr_sum_of_box.bl","-0.00879944500206616","0.00174418531704944","-0.0130115287014667","0.0019131816461936"
"178","model 17 vs 3","epad","","rbans_total_scale.bl","0.127050109409059","0.0279123750502942","0.271827668951443","0.00119312505893977"
"179","model 17 vs 3","epad","","flanker_score.bl","0.0130141754564008","0.000996108725005122","0.0161503460980009","0.0034848090980324"
"180","model 17 vs 3","epad","","dotcount_total.bl","0.0433460588700547","0.0476170904054441","0.0655828946796629","0.0472680724665434"
"181","model 17 vs 3","epad","","fav_delay_total_correct.bl","0.0572186406159114","0.0538679016072229","0.0958787903967968","0.0335427510323067"
"182","model 17 vs 3","epad","","fav_learn_r2_correct.bl","0.0216311658821389","0.0544990715733308","0.0373921826649898","0.0271691244790757"
"183","model 17 vs 3","epad","","fav_learn_r1_correct.bl","0.00979391490358979","0.296485749248222","0.0244725925418646","0.0807612455182614"
"184","model 17 vs 3","epad","","fav_rec_total_correct.bl","0.00774972881000247","0.288158549358856","0.0307383669833526","0.0044303670186062"
"185","model 17 vs 3","epad","","gds_total.bl","-0.0268933717581779","0.14974173499662","-0.0111929320163576","0.681252094115358"
"186","model 17 vs 3","epad","","ptau_result.bl","-0.0437668633334944","0.284387212049098","-0.184591540042942","0.00145174458506725"
"187","model 17 vs 3","epad","","ttau_result.bl","-0.553338647496822","0.145909883069757","-1.84430120371451","0.000703013219052003"
"188","model 17 vs 3","epad","","abeta_1_42_result.bl","1.05508857384644","0.55827787072451","2.22925068489335","0.398740739751893"
"189","model 17 vs 3","epad","","st_trial_total.bl","0.0418883382282762","0.0148066661284952","0.0264078712238029","0.292580811719425"
"190","model 17 vs 3","epad","","fms_med_total.bl","0.016961905017801","0.229827448651233","0.0284160142785335","0.169405485138826"
"191","model 17 vs 3","epad","","COMBINED PVALUES","13","2.68761091130681e-08","13","1.53249746719075e-12"
"192","model 17 vs 3","epad","_memory","rbans_delayed_memory_index.bl","0.135991875626237","0.0358260479350293","0.351182884629524","0.000221735163317875"
"193","model 17 vs 3","epad","_memory","rbans_immediate_memory_index.bl","0.10495252941725","0.0759393774675134","0.271012964938946","0.00175318326928135"
"194","model 17 vs 3","epad","_memory","mmse_recall_total.bl","0.00951254410295826","0.00144108322262677","0.0124302930581914","0.00493924553473217"
"195","model 17 vs 3","epad","_memory","cdr_memory.bl","-0.00308234447944939","0.00202608877644678","-0.00438082315509531","0.00293507362007888"
"196","model 17 vs 3","epad","_memory","COMBINED PVALUES","4","2.75751569321827e-06","4","2.00701777039761e-09"
"197","model 17 vs 3","epad","_language","rbans_language_index.bl","0.0363631611508593","0.39779464596087","0.0964664575678297","0.122074319008974"
"198","model 17 vs 3","epad","_language","mmse_naming_total.bl","0.000159555440559104","0.58577018168483","0.000299750127404191","0.504992369353715"
"199","model 17 vs 3","epad","_language","COMBINED PVALUES","2","0.488046050114305","2","0.207620883670946"
"200","model 17 vs 3","epad","_orientation","mmse_orientation_total.bl","0.00082429194067238","0.743038158259588","0.00571156963667518","0.129004312686152"
"201","model 17 vs 3","epad","_orientation","cdr_orientation.bl","-0.00159886336849487","0.01356819927772","-0.00272579505327706","0.00474496143674043"
"202","model 17 vs 3","epad","_orientation","COMBINED PVALUES","2","0.135485160307033","2","0.00421968530653155"
"203","model 17 vs 3","epad","_visuospatial","flanker_score.bl","0.0130141754564008","0.000996108725005122","0.0161503460980009","0.0034848090980324"
"204","model 17 vs 3","epad","_visuospatial","fms_med_total.bl","0.016961905017801","0.229827448651233","0.0284160142785335","0.169405485138826"
"205","model 17 vs 3","epad","_visuospatial","st_trial_total.bl","0.0418883382282762","0.0148066661284952","0.0264078712238029","0.292580811719425"
"206","model 17 vs 3","epad","_visuospatial","rbans_visuo_constructional_index.bl","0.0752368207057958","0.247892593935487","0.145232709301914","0.122956621100336"
"207","model 17 vs 3","epad","_visuospatial","COMBINED PVALUES","4","0.000413519964796979","4","0.00367559376938495"
"208","model 17 vs 3","epad","_execfunc","mmse_calc_total.bl","0.0114940602109418","0.00110781246442673","0.0166540212381167","0.00124777310330885"
"209","model 17 vs 3","epad","_execfunc","cdr_judgement.bl","-0.00336553684356764","8.21080782841941e-05","-0.00411601989869813","0.000871024035854175"
"210","model 17 vs 3","epad","_execfunc","COMBINED PVALUES","2","6.88588651389059e-07","2","6.73993145480996e-06"
"211","model 17 vs 4","adni","","MMSE.bl","0.0511130234966884","0.00158939124622157","0.0515687760827629","0.01442740422281"
"212","model 17 vs 4","adni","","CDRSB.bl","-0.0208404885542167","0.0418461967644134","-0.0250483703480781","0.0596843516961206"
"213","model 17 vs 4","adni","","EcogSPTotal.bl","-0.0104944088580469","0.0233141229644124","-0.0133461663540464","0.0250775013550524"
